bgen	id	chrom	start	end
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_44661416_49640460	chr1	44661416	49640460
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_49640723_54492341	chr1	49640723	54492341
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_54492341_59268864	chr1	54492341	59268864
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_59268864_64004585	chr1	59268864	64004585
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_64004616_68876608	chr1	64004616	68876608
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_68876609_74046598	chr1	68876609	74046598
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_74046598_79201240	chr1	74046598	79201240
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_79201322_84130189	chr1	79201322	84130189
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_84130189_89663284	chr1	84130189	89663284
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_89663284_94498766	chr1	89663284	94498766
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_94498859_99826964	chr1	94498859	99826964
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_99826964_104319393	chr1	99826964	104319393
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_104319393_108687090	chr1	104319393	108687090
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_108687191_113436043	chr1	108687191	113436043
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_113436043_118791382	chr1	113436043	118791382
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_118791383_143497890	chr1	118791383	143497890
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_143497890_148273894	chr1	143497890	148273894
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_148273894_153302459	chr1	148273894	153302459
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_153302684_157970857	chr1	153302684	157970857
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_157970906_162769332	chr1	157970906	162769332
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_162769364_167581862	chr1	162769364	167581862
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_167581875_172608301	chr1	167581875	172608301
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_172608405_177727471	chr1	172608405	177727471
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_177727485_182776952	chr1	177727485	182776952
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_182776952_187816380	chr1	182776952	187816380
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_187816448_192118671	chr1	187816448	192118671
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_192118671_196692876	chr1	192118671	196692876
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_196692876_201445673	chr1	196692876	201445673
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_201445694_205732779	chr1	201445694	205732779
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_205732779_210826181	chr1	205732779	210826181
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_210826256_215584631	chr1	210826256	215584631
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_215584672_220141016	chr1	215584672	220141016
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_220141044_224986334	chr1	220141044	224986334
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_224986334_229657919	chr1	224986334	229657919
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_229657952_234367407	chr1	229657952	234367407
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_234367407_238188402	chr1	234367407	238188402
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_238188402_242251179	chr1	238188402	242251179
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_242251180_246379335	chr1	242251180	246379335
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr1.bgen	acaf_chr1_246379342_248946422	chr1	246379342	248946422
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_10002_2831921	chr10	10002	2831921
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_2831921_6225553	chr10	2831921	6225553
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_6225555_9962024	chr10	6225555	9962024
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_9962024_13728570	chr10	9962024	13728570
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_13728570_17546656	chr10	13728570	17546656
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_17546656_21335763	chr10	17546656	21335763
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_21335763_25773164	chr10	21335763	25773164
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_25773164_29771787	chr10	25773164	29771787
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_29771788_33976245	chr10	29771788	33976245
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_33976245_38269772	chr10	33976245	38269772
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_38269772_41910805	chr10	38269772	41910805
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_41910805_46135918	chr10	41910805	46135918
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_46135918_51162078	chr10	46135918	51162078
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_51162194_55487339	chr10	51162194	55487339
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_55487346_60226540	chr10	55487346	60226540
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_60226540_65087765	chr10	60226540	65087765
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_65087765_69303194	chr10	65087765	69303194
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_69303194_73576075	chr10	69303194	73576075
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_73576176_78759328	chr10	73576176	78759328
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_78759328_83490386	chr10	78759328	83490386
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_83490386_88449015	chr10	83490386	88449015
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_88449063_93332226	chr10	88449063	93332226
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_93332226_97964599	chr10	93332226	97964599
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_97964634_102747612	chr10	97964634	102747612
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_102747683_107506068	chr10	102747683	107506068
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_107506068_111777101	chr10	107506068	111777101
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_111777103_116405810	chr10	111777103	116405810
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_116405925_120733969	chr10	116405925	120733969
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_120733969_125039626	chr10	120733969	125039626
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_125039646_129160340	chr10	125039646	129160340
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_129160340_132417794	chr10	129160340	132417794
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr10.bgen	acaf_chr10_132417794_133787421	chr10	132417794	133787421
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_61532_2904241	chr11	61532	2904241
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_2904241_6751618	chr11	2904241	6751618
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_6751736_11125862	chr11	6751736	11125862
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_11125864_15878614	chr11	11125864	15878614
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_15878733_20728900	chr11	15878733	20728900
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_20728909_24898468	chr11	20728909	24898468
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_24898468_29398178	chr11	24898468	29398178
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_29398278_34082243	chr11	29398278	34082243
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_34082257_38740660	chr11	34082257	38740660
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_38740660_43101195	chr11	38740660	43101195
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_43101195_47866297	chr11	43101195	47866297
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_47866297_54913291	chr11	47866297	54913291
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_54913292_58983479	chr11	54913292	58983479
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_58983479_63358083	chr11	58983479	63358083
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_63358113_67821427	chr11	63358113	67821427
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_67821427_71644445	chr11	67821427	71644445
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_71644483_76321485	chr11	71644483	76321485
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_76321485_80980223	chr11	76321485	80980223
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_80980223_85560165	chr11	80980223	85560165
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_85560165_89926134	chr11	85560165	89926134
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_89926134_94641214	chr11	89926134	94641214
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_94641238_99168376	chr11	94641238	99168376
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_99168412_103706430	chr11	99168412	103706430
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_103706430_108571967	chr11	103706430	108571967
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_108571967_113488491	chr11	108571967	113488491
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_113488491_117858723	chr11	113488491	117858723
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_117858723_122429960	chr11	117858723	122429960
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_122429979_126951317	chr11	122429979	126951317
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_126951317_131419155	chr11	126951317	131419155
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr11.bgen	acaf_chr11_131419155_135076622	chr11	131419155	135076622
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_10050_3411203	chr12	10050	3411203
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_3411207_7725190	chr12	3411207	7725190
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_7725255_11744270	chr12	7725255	11744270
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_11744368_16272613	chr12	11744368	16272613
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_16272628_20860597	chr12	16272628	20860597
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_20860597_25552891	chr12	20860597	25552891
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_25552902_30247601	chr12	25552902	30247601
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_30247602_34368287	chr12	30247602	34368287
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_34368287_40307784	chr12	34368287	40307784
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_40307784_45163423	chr12	40307784	45163423
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_45163512_49854941	chr12	45163512	49854941
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_49854943_54013999	chr12	49854943	54013999
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_54013999_58731618	chr12	54013999	58731618
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_58731618_63591940	chr12	58731618	63591940
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_63591940_68541723	chr12	63591940	68541723
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_68541723_73382601	chr12	68541723	73382601
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_73382705_77987652	chr12	73382705	77987652
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_77987783_82865058	chr12	77987783	82865058
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_82865058_87652253	chr12	82865058	87652253
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_87652257_92999131	chr12	87652257	92999131
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_92999160_97273929	chr12	92999160	97273929
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_97273944_102151785	chr12	97273944	102151785
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_102151795_106896695	chr12	102151795	106896695
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_106896695_111330694	chr12	106896695	111330694
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_111330694_115352947	chr12	111330694	115352947
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_115352947_119659263	chr12	115352947	119659263
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_119659331_123536907	chr12	119659331	123536907
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_123536907_127225586	chr12	123536907	127225586
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_127225586_130618080	chr12	127225586	130618080
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr12.bgen	acaf_chr12_130618146_133265309	chr12	130618146	133265309
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_18171423_21853569	chr13	18171423	21853569
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_21853570_25645887	chr13	21853570	25645887
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_25645959_29788878	chr13	25645959	29788878
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_29788878_34268221	chr13	29788878	34268221
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_34268227_39050747	chr13	34268227	39050747
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_39050747_43790630	chr13	39050747	43790630
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_43790630_48576920	chr13	43790630	48576920
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_48576923_53975291	chr13	48576923	53975291
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_53975329_59094669	chr13	53975329	59094669
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_59094683_63827603	chr13	59094683	63827603
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_63827603_68657585	chr13	63827603	68657585
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_68657626_73193195	chr13	68657626	73193195
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_73193195_77995629	chr13	73193195	77995629
